#cassette	component type or tool_uses	tool or CV term	pub_curies	internal_note	where tool data came from
FBti0167947_cas	tagged_with	FBto0000027	FBrf0225747		TOOL DATA from: FBal0302198
FBti0216458_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0216458_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0216459_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0216459_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0216460_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0216460_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0216461_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0216461_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0216462_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0216462_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0216463_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0216463_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0216464_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0216464_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0216465_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0216465_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0216466_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0216466_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0216467_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0216467_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0216468_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0216468_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0216469_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0216469_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0216470_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0216470_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0216471_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0216471_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0216472_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0216472_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0216473_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0216473_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0216474_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0216474_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0216475_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0216475_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0216494_cas	tagged_with	FBto0000696	FBrf0246064		TOOL DATA from: FBal0369026
FBti0216495_cas	tagged_with	FBto0000118	FBrf0246064		TOOL DATA from: FBal0369027
FBti0216495_cas	tagged_with	FBto0000696	FBrf0246064		TOOL DATA from: FBal0369027
FBti0216496_cas	tagged_with	FBto0000118	FBrf0246064		TOOL DATA from: FBal0369028
FBti0216497_cas	carries_tool	FBto0000349	FBrf0239819		TOOL DATA from: FBal0369030
FBti0216497_cas	tagged_with	FBto0000383	FBrf0239819		TOOL DATA from: FBal0369030
FBti0216498_cas				FTA: unable to add tool information from FBal0369029 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0216498_cas				FTA: unable to add tool information from FBal0369031 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0216499_cas				FTA: unable to add tool information from FBal0369031 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0216504_cas	tagged_with	FBto0000077	FBrf0249139		TOOL DATA from: FBal0369042
FBti0216505_cas	tagged_with	FBto0000093	FBrf0249139		TOOL DATA from: FBal0369043
FBti0216506_cas	tagged_with	FBto0000077	FBrf0249139		TOOL DATA from: FBal0369044
FBti0216508_cas	tagged_with	FBto0000077	FBrf0249139		TOOL DATA from: FBal0369046
FBti0216509_cas	tagged_with	FBto0000093	FBrf0249139		TOOL DATA from: FBal0369047
FBti0216511_cas	tagged_with	FBto0000093	FBrf0249139		TOOL DATA from: FBal0369049
FBti0216519_cas	carries_tool	FBto0000349	FBrf0249279		TOOL DATA from: FBal0369058
FBti0216519_cas	carries_tool	FBto0000356	FBrf0249279		TOOL DATA from: FBal0369058
FBti0216534_cas				FTA: unable to add tool information from FBal0369081 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0216535_cas				FTA: unable to add tool information from FBal0369082 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0216536_cas				FTA: unable to add tool information from FBal0369083 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0216537_cas				FTA: unable to add tool information from FBal0369084 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0216538_cas				FTA: unable to add tool information from FBal0369085 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0216539_cas				FTA: unable to add tool information from FBal0369086 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0216540_cas				FTA: unable to add tool information from FBal0369087 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0216541_cas				FTA: unable to add tool information from FBal0369088 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0216548_cas	carries_tool	FBto0000349	FBrf0249089		TOOL DATA from: FBal0369109
FBti0216548_cas	tagged_with	FBto0000389	FBrf0249089		TOOL DATA from: FBal0369109
FBti0216549_cas	carries_tool	FBto0000349	FBrf0249089		TOOL DATA from: FBal0369110
FBti0216549_cas	tagged_with	FBto0000389	FBrf0249089		TOOL DATA from: FBal0369110
FBti0216550_cas	carries_tool	FBto0000349	FBrf0249089		TOOL DATA from: FBal0369111
FBti0216550_cas	tagged_with	FBto0000389	FBrf0249089		TOOL DATA from: FBal0369111
FBti0216551_cas	carries_tool	FBto0000349	FBrf0249089		TOOL DATA from: FBal0369112
FBti0216551_cas	tagged_with	FBto0000389	FBrf0249089		TOOL DATA from: FBal0369112
FBti0216552_cas	carries_tool	FBto0000349	FBrf0249089		TOOL DATA from: FBal0369113
FBti0216552_cas	tagged_with	FBto0000389	FBrf0249089		TOOL DATA from: FBal0369113
FBti0216553_cas	carries_tool	FBto0000349	FBrf0249089		TOOL DATA from: FBal0369114
FBti0216553_cas	tagged_with	FBto0000383	FBrf0249089		TOOL DATA from: FBal0369114
FBti0216554_cas	carries_tool	FBto0000349	FBrf0249089		TOOL DATA from: FBal0369115
FBti0216554_cas	tagged_with	FBto0000389	FBrf0249089		TOOL DATA from: FBal0369115
FBti0216555_cas				FTA: unable to add tool information from FBal0369116 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0216556_cas	carries_tool	FBto0000349	FBrf0249089		TOOL DATA from: FBal0369117
FBti0216556_cas	tagged_with	FBto0000389	FBrf0249089		TOOL DATA from: FBal0369117
FBti0216557_cas	carries_tool	FBto0000349	FBrf0249089		TOOL DATA from: FBal0369118
FBti0216557_cas	tagged_with	FBto0000389	FBrf0249089		TOOL DATA from: FBal0369118
FBti0216559_cas				FTA: unable to add tool information from FBal0369119 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0216559_cas				FTA: unable to add tool information from FBal0369120 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0216560_cas				FTA: unable to add tool information from FBal0369120 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0216563_cas	carries_tool	FBto0000349	FBrf0249403		TOOL DATA from: FBal0369127
FBti0216643_cas				FTA: unable to add tool information from FBal0369273 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0216644_cas	tagged_with	FBto0000077	FBrf0250889		TOOL DATA from: FBal0369274
FBti0216649_cas	tagged_with	FBto0000102	FBrf0249753		TOOL DATA from: FBal0369278
FBti0216650_cas	carries_tool	FBto0000349	FBrf0249480		TOOL DATA from: FBal0369279
FBti0216650_cas	carries_tool	FBto0000356	FBrf0249480		TOOL DATA from: FBal0369279
FBti0216673_cas	tagged_with	FBto0000031	FBrf0249591		TOOL DATA from: FBal0369299
FBti0216674_cas	carries_tool	FBto0000076	FBrf0249591		TOOL DATA from: FBal0369300
FBti0216675_cas	carries_tool	FBto0000349	FBrf0251008		TOOL DATA from: FBal0369308
FBti0216675_cas	carries_tool	FBto0000349	FBrf0251008		TOOL DATA from: FBal0369309
FBti0216675_cas	tagged_with	FBto0000076	FBrf0251008		TOOL DATA from: FBal0369309
FBti0216737_cas	tagged_with	FBto0000031	FBrf0248770		TOOL DATA from: FBal0369382
FBti0216738_cas	tagged_with	FBto0000121	FBrf0248770		TOOL DATA from: FBal0369383
FBti0216740_cas				FTA: unable to add tool information from FBal0369380 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0216742_cas	carries_tool	FBto0000349	FBrf0248805		TOOL DATA from: FBal0369387
FBti0216745_cas	encodes_tool	FBto0000027			TOOL DATA from: FBtp0143820
FBti0216745_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0143820
FBti0216745_cas				FTA: unable to add tool information from FBal0369396 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0216746_cas	encodes_tool	FBto0000022			TOOL DATA from: FBtp0148518
FBti0216746_cas				FTA: unable to add tool information from FBal0369397 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0216787_cas	encodes_tool	FBto0000118			TOOL DATA from: FBtp0099211
FBti0216787_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099211
FBti0216787_cas	carries_tool	FBto0000320	FBrf0250949		TOOL DATA from: FBal0369449
FBti0216787_cas	carries_tool	FBto0000349	FBrf0250949		TOOL DATA from: FBal0369449
FBti0216787_cas	carries_tool	FBto0000356	FBrf0250949		TOOL DATA from: FBal0369449
FBti0216807_cas				FTA: unable to add tool information from FBal0369500 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0216849_cas	tagged_with	FBto0000031	FBrf0249790		TOOL DATA from: FBal0369541
FBti0216849_cas	tagged_with	FBto0000307	FBrf0249790		TOOL DATA from: FBal0369541
FBti0216855_cas	tagged_with	FBto0000076	FBrf0247302		TOOL DATA from: FBal0369574
FBti0216855_cas	tagged_with	FBto0000077	FBrf0247302		TOOL DATA from: FBal0369574
FBti0216856_cas	tagged_with	FBto0000076	FBrf0247302		TOOL DATA from: FBal0369575
FBti0216856_cas	tagged_with	FBto0000077	FBrf0247302		TOOL DATA from: FBal0369575
FBti0216857_cas	tagged_with	FBto0000076	FBrf0247302		TOOL DATA from: FBal0369576
FBti0216857_cas	tagged_with	FBto0000077	FBrf0247302		TOOL DATA from: FBal0369576
FBti0216858_cas	tagged_with	FBto0000076	FBrf0247302		TOOL DATA from: FBal0369577
FBti0216858_cas	tagged_with	FBto0000077	FBrf0247302		TOOL DATA from: FBal0369577
FBti0216859_cas	tagged_with	FBto0000076	FBrf0247302		TOOL DATA from: FBal0369578
FBti0216859_cas	tagged_with	FBto0000077	FBrf0247302		TOOL DATA from: FBal0369578
FBti0216860_cas	tagged_with	FBto0000076	FBrf0247302		TOOL DATA from: FBal0369579
FBti0216860_cas	tagged_with	FBto0000077	FBrf0247302		TOOL DATA from: FBal0369579
FBti0216861_cas	tagged_with	FBto0000076	FBrf0247302		TOOL DATA from: FBal0369580
FBti0216861_cas	tagged_with	FBto0000077	FBrf0247302		TOOL DATA from: FBal0369580
FBti0216862_cas	tagged_with	FBto0000076	FBrf0247302		TOOL DATA from: FBal0369581
FBti0216862_cas	tagged_with	FBto0000077	FBrf0247302		TOOL DATA from: FBal0369581
FBti0216863_cas	tagged_with	FBto0000076	FBrf0247302		TOOL DATA from: FBal0369582
FBti0216863_cas	tagged_with	FBto0000077	FBrf0247302		TOOL DATA from: FBal0369582
FBti0216869_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0216869_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0216869_cas	carries_tool	FBto0000345	FBrf0250203		TOOL DATA from: FBal0369592
FBti0216869_cas	carries_tool	FBto0000349	FBrf0250203		TOOL DATA from: FBal0369592
FBti0216869_cas	carries_tool	FBto0000356	FBrf0250203		TOOL DATA from: FBal0369592
FBti0216869_cas	carries_tool	FBto0000345	FBrf0250203		TOOL DATA from: FBal0369595
FBti0216869_cas	carries_tool	FBto0000349	FBrf0250203		TOOL DATA from: FBal0369595
FBti0216869_cas	carries_tool	FBto0000356	FBrf0250203		TOOL DATA from: FBal0369595
FBti0216933_cas	carries_tool	FBto0000349	FBrf0250163		TOOL DATA from: FBal0369714
FBti0216933_cas	tagged_with	FBto0000750	FBrf0250163		TOOL DATA from: FBal0369714
FBti0216945_cas	tagged_with	FBto0000077	FBrf0251238		TOOL DATA from: FBal0369742
FBti0217045_cas	carries_tool	FBto0000349	FBrf0250944		TOOL DATA from: FBal0369967
FBti0217045_cas	carries_tool	FBto0000356	FBrf0250944		TOOL DATA from: FBal0369967
FBti0217046_cas	carries_tool	FBto0000349	FBrf0250944		TOOL DATA from: FBal0369968
FBti0217046_cas	carries_tool	FBto0000356	FBrf0250944		TOOL DATA from: FBal0369968
FBti0217047_cas	carries_tool	FBto0000349	FBrf0250944		TOOL DATA from: FBal0369969
FBti0217047_cas	tagged_with	FBto0000077	FBrf0250944		TOOL DATA from: FBal0369969
FBti0217048_cas	carries_tool	FBto0000349	FBrf0250944		TOOL DATA from: FBal0369970
FBti0217048_cas	tagged_with	FBto0000077	FBrf0250944		TOOL DATA from: FBal0369970
FBti0217052_cas	carries_tool	FBto0000349	FBrf0251068		TOOL DATA from: FBal0370060
FBti0217052_cas	carries_tool	FBto0000356	FBrf0251068		TOOL DATA from: FBal0370060
FBti0217065_cas	tagged_with	FBto0000063	FBrf0249586		TOOL DATA from: FBal0370083
FBti0217117_cas	tagged_with	FBto0000077	FBrf0248591		TOOL DATA from: FBal0370212
FBti0217118_cas	tagged_with	FBto0000027	FBrf0251462		TOOL DATA from: FBal0370221
FBti0217120_cas	carries_tool	FBto0000349	FBrf0251393		TOOL DATA from: FBal0370244
FBti0217217_cas	tagged_with	FBto0000093	FBrf0251632		TOOL DATA from: FBal0370449
FBti0217239_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0099204
FBti0217239_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099204
FBti0217239_cas	carries_tool	FBto0000349	FBrf0248569		TOOL DATA from: FBal0370483
FBti0217240_cas				FTA: unable to add tool information from FBal0370484 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0217241_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0099204
FBti0217241_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099204
FBti0217241_cas	carries_tool	FBto0000349	FBrf0248569		TOOL DATA from: FBal0370485
FBti0217242_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0099204
FBti0217242_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099204
FBti0217242_cas	carries_tool	FBto0000349	FBrf0248569		TOOL DATA from: FBal0370486
FBti0217243_cas				FTA: unable to add tool information from FBal0370487 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0217244_cas				FTA: unable to add tool information from FBal0370488 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0217245_cas				FTA: unable to add tool information from FBal0370489 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0217246_cas				FTA: unable to add tool information from FBal0370490 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0217247_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0099204
FBti0217247_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099204
FBti0217247_cas	carries_tool	FBto0000349	FBrf0248569		TOOL DATA from: FBal0370491
FBti0217248_cas				FTA: unable to add tool information from FBal0370492 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0217249_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0099204
FBti0217249_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099204
FBti0217249_cas	carries_tool	FBto0000349	FBrf0248569		TOOL DATA from: FBal0370493
FBti0217250_cas				FTA: unable to add tool information from FBal0370494 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0217251_cas				FTA: unable to add tool information from FBal0370495 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0217252_cas	carries_tool	FBto0000349	FBrf0248569		TOOL DATA from: FBal0370496
FBti0217253_cas				FTA: unable to add tool information from FBal0370497 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0217254_cas				FTA: unable to add tool information from FBal0370498 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0217255_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0099204
FBti0217255_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099204
FBti0217255_cas	carries_tool	FBto0000349	FBrf0248569		TOOL DATA from: FBal0370499
FBti0217279_cas	encodes_tool	FBto0000118			TOOL DATA from: FBtp0099211
FBti0217279_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099211
FBti0217280_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0099204
FBti0217280_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099204
FBti0217289_cas	carries_tool	FBto0000349	FBrf0251492		TOOL DATA from: FBal0370558
FBti0217289_cas	carries_tool	FBto0000356	FBrf0251492		TOOL DATA from: FBal0370558
FBti0217291_cas	tagged_with	FBto0000031	FBrf0251847		TOOL DATA from: FBal0370579
FBti0217292_cas	tagged_with	FBto0000031	FBrf0251848		TOOL DATA from: FBal0370580
FBti0217293_cas	tagged_with	FBto0000031	FBrf0251849		TOOL DATA from: FBal0370581
FBti0217309_cas				FTA: unable to add tool information from FBal0370599 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0217310_cas				FTA: unable to add tool information from FBal0360099 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0217311_cas	encodes_tool	FBto0000031			TOOL DATA from: FBtp0099205
FBti0217311_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099205
FBti0217312_cas	encodes_tool	FBto0000031			TOOL DATA from: FBtp0099205
FBti0217312_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099205
FBti0217313_cas	tagged_with	FBto0000031	FBrf0251850		TOOL DATA from: FBal0370602
FBti0217314_cas	encodes_tool	FBto0000031			TOOL DATA from: FBtp0099205
FBti0217314_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099205
FBti0217315_cas	tagged_with	FBto0000031	FBrf0251850		TOOL DATA from: FBal0370604
FBti0217446_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0099204
FBti0217446_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099204
FBti0217446_cas	carries_tool	FBto0000349	FBrf0251799		TOOL DATA from: FBal0370819
FBti0217446_cas	carries_tool	FBto0000349	FBrf0251799		TOOL DATA from: FBal0370822
FBti0217447_cas	encodes_tool	FBto0000118			TOOL DATA from: FBtp0099211
FBti0217447_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099211
FBti0217447_cas	carries_tool	FBto0000320	FBrf0251799		TOOL DATA from: FBal0370821
FBti0217447_cas	carries_tool	FBto0000349	FBrf0251799		TOOL DATA from: FBal0370821
FBti0217447_cas	carries_tool	FBto0000356	FBrf0251799		TOOL DATA from: FBal0370821
FBti0217448_cas	encodes_tool	FBto0000118			TOOL DATA from: FBtp0099211
FBti0217448_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099211
FBti0217448_cas	carries_tool	FBto0000320	FBrf0251787		TOOL DATA from: FBal0370826
FBti0217448_cas	carries_tool	FBto0000349	FBrf0251787		TOOL DATA from: FBal0370826
FBti0217448_cas	carries_tool	FBto0000356	FBrf0251787		TOOL DATA from: FBal0370826
FBti0217449_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0099204
FBti0217449_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099204
FBti0217449_cas	carries_tool	FBto0000349	FBrf0251787		TOOL DATA from: FBal0370827
FBti0217449_cas	carries_tool	FBto0000349	FBrf0251787		TOOL DATA from: FBal0370832
FBti0217521_cas				FTA: unable to add tool information from FBal0370911 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0217522_cas	carries_tool	FBto0000349	FBrf0252036		TOOL DATA from: FBal0370912
FBti0217523_cas				FTA: unable to add tool information from FBal0370913 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0217539_cas				FTA: unable to add tool information from FBal0370934 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0217542_cas	tagged_with	FBto0000079	FBrf0251724		TOOL DATA from: FBal0370939
FBti0217543_cas				FTA: unable to add tool information from FBal0370942 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0217600_cas	encodes_tool	FBto0000158			TOOL DATA from: FBtp0099210
FBti0217600_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099210
FBti0217601_cas	encodes_tool	FBto0000158			TOOL DATA from: FBtp0099210
FBti0217601_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099210
FBti0217704_cas	tagged_with	FBto0000126	FBrf0252194		TOOL DATA from: FBal0371380
FBti0217705_cas				FTA: unable to add tool information from FBal0371385 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0217712_cas	tagged_with	FBto0000522	FBrf0252184		TOOL DATA from: FBal0371408
FBti0217713_cas	tagged_with	FBto0000522	FBrf0252184		TOOL DATA from: FBal0371409
FBti0217714_cas	tagged_with	FBto0000585	FBrf0252184		TOOL DATA from: FBal0371410
FBti0217715_cas	tagged_with	FBto0000585	FBrf0252184		TOOL DATA from: FBal0371411
FBti0217720_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0217720_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0217721_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0217721_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0217722_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0217722_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0217723_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0217723_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0217746_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0099204
FBti0217746_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099204
FBti0217747_cas	encodes_tool	FBto0000146			TOOL DATA from: FBtp0116623
FBti0217747_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0116623
FBti0217748_cas	encodes_tool	FBto0000158			TOOL DATA from: FBtp0099210
FBti0217748_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099210
FBti0217748_cas	carries_tool	FBto0000328	FBrf0234251		TOOL DATA from: FBal0371482
FBti0217748_cas	carries_tool	FBto0000349	FBrf0234251		TOOL DATA from: FBal0371482
FBti0217748_cas	carries_tool	FBto0000356	FBrf0234251		TOOL DATA from: FBal0371482
FBti0217748_cas	carries_tool	FBto0000328	FBrf0234251		TOOL DATA from: FBal0371491
FBti0217748_cas	carries_tool	FBto0000349	FBrf0234251		TOOL DATA from: FBal0371491
FBti0217748_cas	carries_tool	FBto0000356	FBrf0234251		TOOL DATA from: FBal0371491
FBti0217749_cas	encodes_tool	FBto0000158			TOOL DATA from: FBtp0099210
FBti0217749_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099210
FBti0217749_cas	carries_tool	FBto0000328	FBrf0234251		TOOL DATA from: FBal0371483
FBti0217749_cas	carries_tool	FBto0000349	FBrf0234251		TOOL DATA from: FBal0371483
FBti0217749_cas	carries_tool	FBto0000356	FBrf0234251		TOOL DATA from: FBal0371483
FBti0217749_cas	carries_tool	FBto0000328	FBrf0234251		TOOL DATA from: FBal0371493
FBti0217749_cas	carries_tool	FBto0000349	FBrf0234251		TOOL DATA from: FBal0371493
FBti0217749_cas	carries_tool	FBto0000356	FBrf0234251		TOOL DATA from: FBal0371493
FBti0217750_cas	encodes_tool	FBto0000158			TOOL DATA from: FBtp0099210
FBti0217750_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099210
FBti0217752_cas	encodes_tool	FBto0000777			TOOL DATA from: FBtp0149613
FBti0217752_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0149613
FBti0217779_cas	tagged_with	FBto0000027	FBrf0251782		TOOL DATA from: FBal0371534
FBti0217780_cas	tagged_with	FBto0000027	FBrf0251782		TOOL DATA from: FBal0371535
FBti0217781_cas	tagged_with	FBto0000118	FBrf0251782		TOOL DATA from: FBal0371536
FBti0217811_cas	tagged_with	FBto0000077	FBrf0251844		TOOL DATA from: FBal0371610
FBti0217811_cas	tagged_with	FBto0000081	FBrf0251844		TOOL DATA from: FBal0371610
FBti0217813_cas	carries_tool	FBto0000318	FBrf0251844		TOOL DATA from: FBal0371613
FBti0217813_cas	tagged_with	FBto0000077	FBrf0251844		TOOL DATA from: FBal0371613
FBti0217817_cas	tagged_with	FBto0000081	FBrf0252121		TOOL DATA from: FBal0371626
FBti0217818_cas	carries_tool	FBto0000349	FBrf0252318		TOOL DATA from: FBal0371627
FBti0217818_cas	carries_tool	FBto0000356	FBrf0252318		TOOL DATA from: FBal0371627
FBti0217819_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0099204
FBti0217819_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099204
FBti0217829_cas				FTA: unable to add tool information from FBal0371646 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0217830_cas	tagged_with	FBto0000031	FBrf0252329		TOOL DATA from: FBal0371647
FBti0217831_cas	tagged_with	FBto0000077	FBrf0252329		TOOL DATA from: FBal0371648
FBti0217840_cas	carries_tool	FBto0000349	FBrf0252413		TOOL DATA from: FBal0371677
FBti0217840_cas	carries_tool	FBto0000356	FBrf0252413		TOOL DATA from: FBal0371677
FBti0217841_cas				FTA: unable to add tool information from FBal0371678 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0217842_cas	tagged_with	FBto0000093	FBrf0252413		TOOL DATA from: FBal0371679
FBti0217843_cas	tagged_with	FBto0000093	FBrf0252413		TOOL DATA from: FBal0371683
FBti0217902_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0217902_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0217902_cas	tagged_with	FBto0000092	FBrf0252465		TOOL DATA from: FBal0371751
FBti0217906_cas	tagged_with	FBto0000077	FBrf0236455		TOOL DATA from: FBal0371757
FBti0217929_cas				FTA: unable to add tool information from FBal0371806 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0217930_cas	carries_tool	FBto0000349	FBrf0252264		TOOL DATA from: FBal0371807
FBti0217930_cas	tagged_with	FBto0000077	FBrf0252264		TOOL DATA from: FBal0371807
FBti0217931_cas	carries_tool	FBto0000349	FBrf0252264		TOOL DATA from: FBal0371808
FBti0217931_cas	tagged_with	FBto0000077	FBrf0252264		TOOL DATA from: FBal0371808
FBti0217937_cas	tagged_with	FBto0000077	FBrf0251588		TOOL DATA from: FBal0371823
FBti0219083_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0219083_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0219085_cas				FTA: unable to add tool information from FBal0373166 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0219086_cas	carries_tool	FBto0000349	FBrf0252532		TOOL DATA from: FBal0373167
FBti0219086_cas	carries_tool	FBto0000356	FBrf0252532		TOOL DATA from: FBal0373167
FBti0219094_cas				FTA: unable to add tool information from FBal0373181 (failed 'is_represented_at_alliance_as' cross-check)	
